COUNTRY_ID,COUNTRY_NAME,TYPE_ID,TYPE_NAME,NUMBER,QTY,TOKEN_ID,CAMISETA,POS,FULL_NAME,FIRST_NAME,LAST_NAME,SHIRT_NAME,DOB,CLUB,HEIGHT
4,Netherlands,2,Away,9,5,4209,14,MC,Klaassen Davy,Davy,Klaassen,Klaassen,21/2/1993,AFC Ajax (NED),179
4,Netherlands,2,Away,10,5,4210,17,DF,Blind Daley,Daley,Blind,Blind,9/3/1990,AFC Ajax (NED),180
4,Netherlands,2,Away,11,5,4211,18,DC,Janssen Vincent,Vincent Petrus Anna Sebastiaan,Janssen,Janssen,15/6/1994,Royal Antwerp FC (BEL),184
4,Netherlands,2,Away,12,5,4212,20,MC,Koopmeiners Teun,Teun,Koopmeiners,Koopmeiners,28/2/1998,Atalanta Bergamo (ITA),184
4,Netherlands,2,Away,13,5,4213,21,MC,De Jong Frenkie,Frenkie,De Jong,F. De Jong,12/5/1997,FC Barcelona (ESP),181
4,Netherlands,2,Away,14,5,4214,22,DF,Dumfries Denzel,Denzel Justus Morris,Dumfries,Dumfries,18/4/1996,FC Internazionale (ITA),188
4,Netherlands,2,Away,15,5,4215,6,DF,De Vrij Stefan,Stefan,De Vrij,De Vrij,5/2/1992,FC Internazionale (ITA),190
4,Netherlands,2,Away,16,8,4216,9,DC,De Jong Luuk,Luuk,De Jong,L. De Jong,27/8/1990,PSV Eindhoven (NED),188
4,Netherlands,2,Away,17,8,4217,12,DC,Lang Noa,Noa Noëll,Lang,Lang,17/6/1999,Club Brugge (BEL),176
4,Netherlands,2,Away,18,8,4218,15,MC,De Roon Marten,Marten Elco,De Roon,De Roon,29/3/1991,Atalanta Bergamo (ITA),186
4,Netherlands,2,Away,19,8,4219,16,DF,Malacia Tyrell,Tyrell Johannes Chicco,Malacia,Malacia,17/8/1999,Manchester United FC (ENG),170
4,Netherlands,2,Away,20,8,4220,19,DC,Weghorst Wout,Wout François Maria,Weghorst,Weghorst,7/8/1992,Besiktas JK (TUR),197
4,Netherlands,2,Away,21,8,4221,24,MC,Taylor Kenneth,Kenneth Ina Dorothea,Taylor,Taylor,16/5/2002,AFC Ajax (NED),182
4,Netherlands,2,Away,22,8,4222,25,MC,Simons Xavi,Xavi Quentin Shay,Simons,Simons,21/4/2003,PSV Eindhoven (NED),179
4,Netherlands,2,Away,23,8,4223,26,DF,Frimpong Jeremie,Jeremie Agyekum,Frimpong,Frimpong,10/12/2000,Bayer 04 Leverkusen (GER),171
4,Netherlands,3,Goalkeeper,1,28,4301,1,PO,Pasveer Remko,Remko Jurian,Pasveer,Pasveer,8/11/1983,AFC Ajax (NED),188
4,Netherlands,3,Goalkeeper,2,55,4302,13,PO,Bijlow Justin,Justin,Bijlow,Bijlow,22/1/1998,Feyenoord Rotterdam (NED),188
4,Netherlands,3,Goalkeeper,3,55,4303,23,PO,Noppert Andries,Andries,Noppert,Noppert,7/4/1994,SC Heerenveen (NED),203
5,England,1,Home,1,2,5101,9,DC,Kane Harry,Harry Edward,Kane,Kane,28/7/1993,Tottenham Hotspur FC (ENG),188
5,England,1,Home,2,5,5102,2,DF,Walker Kyle,Kyle Andrew,Walker,Walker,28/5/1990,Manchester City FC (ENG),178
5,England,1,Home,3,5,5103,3,DF,Shaw Luke,Luke Paul,Shaw,Shaw,12/7/1995,Manchester United FC (ENG),185
5,England,1,Home,4,5,5104,4,MC,Rice Declan,Declan,Rice,Rice,14/1/1999,West Ham United FC (ENG),185
5,England,1,Home,5,5,5105,5,DF,Stones John,John,Stones,Stones,28/5/1994,Manchester City FC (ENG),188
5,England,1,Home,6,5,5106,6,DF,Maguire Harry,Harry Jacob,Maguire,Maguire,5/3/1993,Manchester United FC (ENG),193
5,England,1,Home,7,5,5107,7,DC,Grealish Jack,Jack Peter,Grealish,Grealish,10/9/1995,Manchester City FC (ENG),175
5,England,1,Home,8,5,5108,10,DC,Sterling Raheem,Raheem,Sterling,Sterling,8/12/1994,Chelsea FC (ENG),170
5,England,1,Home,9,5,5109,15,DF,Dier Eric,Eric Jeremy Edgar,Dier,Dier,15/1/1994,Tottenham Hotspur FC (ENG),188
5,England,1,Home,10,5,5110,17,DC,Saka Bukayo,Bukayo Ayoyinka,Saka,Saka,5/9/2001,Arsenal FC (ENG),178
5,England,1,Home,11,5,5111,18,DF,Alexander-Arnold Trent,Trent John,Alexander-Arnold,Alexander-Arnold,7/10/1998,Liverpool FC (ENG),175
5,England,1,Home,12,5,5112,19,MC,Mount Mason,Mason Tony,Mount,Mount,10/1/1999,Chelsea FC (ENG),180
5,England,1,Home,13,5,5113,20,MC,Foden Phil,Philip Walter,Foden,Foden,28/5/2000,Manchester City FC (ENG),180
5,England,1,Home,14,5,5114,22,MC,Bellingham Jude,Jude Victor William,Bellingham,Bellingham,29/6/2003,Borussia Dortmund (GER),186
5,England,1,Home,15,5,5115,8,MC,Henderson Jordan,Jordan Brian,Henderson,Henderson,17/6/1990,Liverpool FC (ENG),183
5,England,1,Home,16,8,5116,11,DC,Rashford Marcus,Marcus,Rashford,Rashford,31/10/1997,Manchester United FC (ENG),180
5,England,1,Home,17,8,5117,12,DF,Trippier Kieran,Kieran John,Trippier,Trippier,19/9/1990,Newcastle United FC (ENG),178
5,England,1,Home,18,8,5118,14,MC,Phillips Kalvin,Kalvin Mark,Phillips,Phillips,2/12/1995,Manchester City FC (ENG),178
5,England,1,Home,19,8,5119,16,DF,Coady Conor,Conor David,Coady,Coady,25/2/1993,Everton FC (ENG),184
5,England,1,Home,20,8,5120,21,DF,White Ben,Benjamin William,White,White,8/10/1997,Arsenal FC (ENG),186
5,England,1,Home,21,8,5121,24,DC,Wilson Callum,Callum Eddie Graham,Wilson,Wilson,27/2/1992,Newcastle United FC (ENG),180
5,England,1,Home,22,8,5122,25,MC,Maddison James,James,Maddison,Maddison,23/11/1996,Leicester City FC (ENG),175
5,England,1,Home,23,8,5123,26,MC,Gallagher Conor,Conor John,Gallagher,Gallagher,6/2/2000,Chelsea FC (ENG),183
5,England,2,Away,1,7,5201,9,DC,Kane Harry,Harry Edward,Kane,Kane,28/7/1993,Tottenham Hotspur FC (ENG),188
5,England,2,Away,2,16,5202,2,DF,Walker Kyle,Kyle Andrew,Walker,Walker,28/5/1990,Manchester City FC (ENG),178
5,England,2,Away,3,16,5203,3,DF,Shaw Luke,Luke Paul,Shaw,Shaw,12/7/1995,Manchester United FC (ENG),185
5,England,2,Away,4,16,5204,4,MC,Rice Declan,Declan,Rice,Rice,14/1/1999,West Ham United FC (ENG),185
5,England,2,Away,5,16,5205,5,DF,Stones John,John,Stones,Stones,28/5/1994,Manchester City FC (ENG),188
5,England,2,Away,6,16,5206,6,DF,Maguire Harry,Harry Jacob,Maguire,Maguire,5/3/1993,Manchester United FC (ENG),193
5,England,2,Away,7,16,5207,7,DC,Grealish Jack,Jack Peter,Grealish,Grealish,10/9/1995,Manchester City FC (ENG),175
5,England,2,Away,8,16,5208,10,DC,Sterling Raheem,Raheem,Sterling,Sterling,8/12/1994,Chelsea FC (ENG),170
5,England,2,Away,9,16,5209,15,DF,Dier Eric,Eric Jeremy Edgar,Dier,Dier,15/1/1994,Tottenham Hotspur FC (ENG),188
5,England,2,Away,10,16,5210,17,DC,Saka Bukayo,Bukayo Ayoyinka,Saka,Saka,5/9/2001,Arsenal FC (ENG),178
5,England,2,Away,11,16,5211,18,DF,Alexander-Arnold Trent,Trent John,Alexander-Arnold,Alexander-Arnold,7/10/1998,Liverpool FC (ENG),175
5,England,2,Away,12,16,5212,19,MC,Mount Mason,Mason Tony,Mount,Mount,10/1/1999,Chelsea FC (ENG),180
5,England,2,Away,13,16,5213,20,MC,Foden Phil,Philip Walter,Foden,Foden,28/5/2000,Manchester City FC (ENG),180
5,England,2,Away,14,16,5214,22,MC,Bellingham Jude,Jude Victor William,Bellingham,Bellingham,29/6/2003,Borussia Dortmund (GER),186
5,England,2,Away,15,16,5215,8,MC,Henderson Jordan,Jordan Brian,Henderson,Henderson,17/6/1990,Liverpool FC (ENG),183
5,England,2,Away,16,22,5216,11,DC,Rashford Marcus,Marcus,Rashford,Rashford,31/10/1997,Manchester United FC (ENG),180
5,England,2,Away,17,22,5217,12,DF,Trippier Kieran,Kieran John,Trippier,Trippier,19/9/1990,Newcastle United FC (ENG),178
5,England,2,Away,18,22,5218,14,MC,Phillips Kalvin,Kalvin Mark,Phillips,Phillips,2/12/1995,Manchester City FC (ENG),178
5,England,2,Away,19,22,5219,16,DF,Coady Conor,Conor David,Coady,Coady,25/2/1993,Everton FC (ENG),184
5,England,2,Away,20,22,5220,21,DF,White Ben,Benjamin William,White,White,8/10/1997,Arsenal FC (ENG),186
5,England,2,Away,21,22,5221,24,DC,Wilson Callum,Callum Eddie Graham,Wilson,Wilson,27/2/1992,Newcastle United FC (ENG),180
5,England,2,Away,22,22,5222,25,MC,Maddison James,James,Maddison,Maddison,23/11/1996,Leicester City FC (ENG),175
5,England,2,Away,23,22,5223,26,MC,Gallagher Conor,Conor John,Gallagher,Gallagher,6/2/2000,Chelsea FC (ENG),183
5,England,3,Goalkeeper,1,110,5301,1,PO,Pickford Jordan,Jordan Lee,Pickford,Pickford,7/3/1994,Everton FC (ENG),185
5,England,3,Goalkeeper,2,220,5302,13,PO,Pope Nick,Nicholas David,Pope,Pope,19/4/1992,Newcastle United FC (ENG),191
5,England,3,Goalkeeper,3,220,5303,23,PO,Ramsdale Aaron,Aaron Christopher,Ramsdale,Ramsdale,14/5/1998,Arsenal FC (ENG),188
6,Iran,1,Home,1,7,6101,9,DC,Taremi Mehdi,Mehdi,Taremi,Taremi,18/7/1992,FC Porto (POR),185
6,Iran,1,Home,2,16,6102,2,DF,Moharrami Sadegh,Sadegh,Moharrami Getgasari,Moharrami,1/3/1996,GNK Dinamo Zagreb (CRO),174
6,Iran,1,Home,3,16,6103,3,DF,Hajisafi Ehsan,Ehsan,Haji Safi,E. Hajisafi,25/2/1990,AEK Athens (GRE),178
6,Iran,1,Home,4,16,6104,4,DF,Khalilzadeh Shoja,Shojae,Khalilzadeh,Shoja,14/5/1989,Al Ahli SC (QAT),179
6,Iran,1,Home,5,16,6105,5,DF,Mohammadi Milad,Milad,Mohammadi Keshmarzi,M. Mohammadi,29/9/1993,AEK Athens (GRE),178
6,Iran,1,Home,6,16,6106,6,MC,Ezatolahi Saeid,Saeid,Ezatolahi Afagh,S. Ezatolahi,1/10/1996,Vejle BK (DEN),190
6,Iran,1,Home,7,16,6107,7,MC,Jahanbakhsh Alireza,Alireza,Jahan Bakhsh Jirandeh,A. Jahanbakhsh,11/8/1993,Feyenoord Rotterdam (NED),181
6,Iran,1,Home,8,16,6108,10,DC,Ansarifard Karim,Karim,Ansari Fard,Karim,3/4/1990,AC Omonia (CYP),186
6,Iran,1,Home,9,16,6109,11,MC,Amiri Vahid,Vahid,Amiri,V. Amiri,2/4/1988,Perspolis Tehran (IRN),179
6,Iran,1,Home,10,16,6110,13,DF,Kanani Hossein,Mohammadhossein,Kanani Zadegan,Kanani,23/3/1994,Al Ahli SC (QAT),188
6,Iran,1,Home,11,16,6111,14,MC,Ghoddos Saman,Seyed Saman,Ghoddoos,Ghoddos,6/9/1993,Brentford FC (ENG),175
6,Iran,1,Home,12,16,6112,17,MC,Gholizadeh Ali,Ali,Gholi Zadehnojehdeh,A. Gholizadeh,10/3/1996,Sporting Charleroi (BEL),176
6,Iran,1,Home,13,16,6113,20,DC,Azmoun Sardar,Sardar,Azmoun,S. Azmoun,1/1/1995,Bayer 04 Leverkusen (GER),186
6,Iran,1,Home,14,16,6114,25,DF,Jalali Abolfazl,Seyedabolfazl,Jalaliboorani,Jalali,26/6/1998,Esteghlal Tehran FC (IRN),177
6,Iran,1,Home,15,16,6115,8,DF,Pouraliganji Morteza,Morteza,Pourali Ganji,M. Pouraliganji,19/4/1992,Perspolis Tehran (IRN),185
6,Iran,1,Home,16,22,6116,15,DF,Cheshmi Roozbeh,Roozbeh,Cheshmi,Roozbeh,24/7/1993,Esteghlal Tehran FC (IRN),194
6,Iran,1,Home,17,22,6117,16,MC,Torabi Mehdi,Mahdi,Torabi,M. Torabi,10/9/1994,Persepolis FC (IRN),180
6,Iran,1,Home,18,22,6118,18,MC,Karimi Ali,Ali,Karimi,A. Karimi,11/2/1994,Kayserispor (TUR),185
6,Iran,1,Home,19,22,6119,19,DF,Hosseini Majid,Seyedmajid,Hosseini,Majid,20/6/1996,Kayserispor (TUR),187
6,Iran,1,Home,20,22,6120,21,MC,Noorollahi Ahmad,Ahmad,Noorollahi,Ahmad,1/2/1993,Shabab Al Ahli Club (UAE),185
6,Iran,1,Home,21,22,6121,23,DF,Rezaeian Ramin,Ramin,Rezaeian Semeskandi,Ramin,21/3/1990,Sepahan FC (IRN),184
6,Iran,1,Home,22,0,6122,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6,Iran,1,Home,23,0,6123,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6,Iran,2,Away,1,5,6201,9,DC,Taremi Mehdi,Mehdi,Taremi,Taremi,18/7/1992,FC Porto (POR),185
6,Iran,2,Away,2,11,6202,2,DF,Moharrami Sadegh,Sadegh,Moharrami Getgasari,Moharrami,1/3/1996,GNK Dinamo Zagreb (CRO),174
6,Iran,2,Away,3,11,6203,3,DF,Hajisafi Ehsan,Ehsan,Haji Safi,E. Hajisafi,25/2/1990,AEK Athens (GRE),178
6,Iran,2,Away,4,11,6204,4,DF,Khalilzadeh Shoja,Shojae,Khalilzadeh,Shoja,14/5/1989,Al Ahli SC (QAT),179
6,Iran,2,Away,5,11,6205,5,DF,Mohammadi Milad,Milad,Mohammadi Keshmarzi,M. Mohammadi,29/9/1993,AEK Athens (GRE),178
6,Iran,2,Away,6,11,6206,6,MC,Ezatolahi Saeid,Saeid,Ezatolahi Afagh,S. Ezatolahi,1/10/1996,Vejle BK (DEN),190
6,Iran,2,Away,7,11,6207,7,MC,Jahanbakhsh Alireza,Alireza,Jahan Bakhsh Jirandeh,A. Jahanbakhsh,11/8/1993,Feyenoord Rotterdam (NED),181
6,Iran,2,Away,8,11,6208,10,DC,Ansarifard Karim,Karim,Ansari Fard,Karim,3/4/1990,AC Omonia (CYP),186
6,Iran,2,Away,9,11,6209,11,MC,Amiri Vahid,Vahid,Amiri,V. Amiri,2/4/1988,Perspolis Tehran (IRN),179
6,Iran,2,Away,10,11,6210,13,DF,Kanani Hossein,Mohammadhossein,Kanani Zadegan,Kanani,23/3/1994,Al Ahli SC (QAT),188
6,Iran,2,Away,11,11,6211,14,MC,Ghoddos Saman,Seyed Saman,Ghoddoos,Ghoddos,6/9/1993,Brentford FC (ENG),175
6,Iran,2,Away,12,11,6212,17,MC,Gholizadeh Ali,Ali,Gholi Zadehnojehdeh,A. Gholizadeh,10/3/1996,Sporting Charleroi (BEL),176
6,Iran,2,Away,13,11,6213,20,DC,Azmoun Sardar,Sardar,Azmoun,S. Azmoun,1/1/1995,Bayer 04 Leverkusen (GER),186
6,Iran,2,Away,14,11,6214,25,DF,Jalali Abolfazl,Seyedabolfazl,Jalaliboorani,Jalali,26/6/1998,Esteghlal Tehran FC (IRN),177
6,Iran,2,Away,15,11,6215,8,DF,Pouraliganji Morteza,Morteza,Pourali Ganji,M. Pouraliganji,19/4/1992,Perspolis Tehran (IRN),185
6,Iran,2,Away,16,15,6216,15,DF,Cheshmi Roozbeh,Roozbeh,Cheshmi,Roozbeh,24/7/1993,Esteghlal Tehran FC (IRN),194
6,Iran,2,Away,17,15,6217,16,MC,Torabi Mehdi,Mahdi,Torabi,M. Torabi,10/9/1994,Persepolis FC (IRN),180
6,Iran,2,Away,18,15,6218,18,MC,Karimi Ali,Ali,Karimi,A. Karimi,11/2/1994,Kayserispor (TUR),185
6,Iran,2,Away,19,15,6219,19,DF,Hosseini Majid,Seyedmajid,Hosseini,Majid,20/6/1996,Kayserispor (TUR),187
6,Iran,2,Away,20,15,6220,21,MC,Noorollahi Ahmad,Ahmad,Noorollahi,Ahmad,1/2/1993,Shabab Al Ahli Club (UAE),185
6,Iran,2,Away,21,15,6221,23,DF,Rezaeian Ramin,Ramin,Rezaeian Semeskandi,Ramin,21/3/1990,Sepahan FC (IRN),184
6,Iran,2,Away,22,0,6222,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6,Iran,2,Away,23,0,6223,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6,Iran,3,Goalkeeper,1,55,6301,22,PO,Abedzadeh Amir,Amir,Abedzadeh,Abedzadeh,26/4/1993,SD Ponferradina (ESP),186
6,Iran,3,Goalkeeper,2,110,6302,1,PO,Beiranvand Alireza,Ali Reza,Safarbeiranvand,Alireza Beiranvand,21/9/1992,Perspolis Tehran (IRN),194
6,Iran,3,Goalkeeper,3,110,6303,12,PO,Niazmand Payam,Seyed Payam,Niazmandghader,Payam,6/4/1995,Sepahan FC (IRN),194
6,Iran,3,Goalkeeper,4,37,6304,24,PO,Hosseini Hossein,Seyed Hossein,Hosseini,H. Hosseini,30/6/1992,Esteghlal Tehran FC (IRN),187
7,USA,1,Home,1,10,7101,10,DC,Pulisic Christian,Christian Mate,Pulisic,Pulisic,18/9/1998,Chelsea FC (ENG),179
7,USA,1,Home,2,22,7102,2,DF,Dest Sergino,Sergino Gianni,Dest,Dest,3/11/2000,AC Milan (ITA),173
7,USA,1,Home,3,22,7103,3,DF,Zimmerman Walker,Walker Dwain,Zimmerman,Zimmerman,19/5/1993,Nashville Soccer Club (USA),190
7,USA,1,Home,4,22,7104,4,MC,Adams Tyler,Tyler Shaan,Adams,Adams,14/2/1999,Leeds United FC (ENG),175
7,USA,1,Home,5,22,7105,5,DF,Robinson Antonee,Antonee,Robinson,Robinson,8/8/1997,Fulham FC (ENG),182
7,USA,1,Home,6,22,7106,6,MC,Musah Yunus,Yunus Dimoara,Musah,Musah,29/11/2002,Valencia CF (ESP),177
7,USA,1,Home,7,22,7107,7,DC,Reyna Giovanni,Giovanni Alejandro,Reyna,Reyna,13/11/2002,Borussia Dortmund (GER),185
7,USA,1,Home,8,22,7108,8,MC,Mckennie Weston,Weston James Earl,Mckennie,Mckennie,28/8/1998,Juventus FC (ITA),185
7,USA,1,Home,9,22,7109,9,DC,Ferreira Jesus,Jesus David,Ferreira Castro,Ferreira,24/12/2000,FC Dallas (USA),175
7,USA,1,Home,10,22,7110,11,DC,Aaronson Brenden,Brenden Russell,Aaronson,Aaronson,22/10/2000,Leeds United FC (ENG),177
7,USA,1,Home,11,22,7111,14,MC,De La Torre Luca,Lucas Daniel,De La Torre,De La Torre,23/5/1998,RC Celta Vigo (ESP),178
7,USA,1,Home,12,22,7112,15,DF,Long Aaron,Aaron Ray,Long,Long,12/10/1992,New York Red Bulls (USA),188
7,USA,1,Home,13,22,7113,16,DC,Morris Jordan,Jordan Perry,Morris,Morris,26/10/1994,Seattle Sounders FC (USA),183
7,USA,1,Home,14,22,7114,17,MC,Roldan Cristian,Cristian,Roldan,Roldan,3/6/1995,Seattle Sounders FC (USA),172
7,USA,1,Home,15,22,7115,13,DF,Ream Tim,Timothy Michael,Ream,Ream,5/10/1987,Fulham FC (ENG),185
7,USA,1,Home,16,30,7116,18,DF,Moore Shaq,Shaquell Kwame,Moore,Moore,2/11/1996,Nashville Soccer Club (USA),180
7,USA,1,Home,17,30,7117,19,DC,Wright Haji,Haji Amir,Wright,Wright,27/3/1998,Antalyaspor AS (TUR),191
7,USA,1,Home,18,30,7118,20,DF,Carter-Vickers Cameron,Cameron Robert,Carter-Vickers,Carter-Vickers,31/12/1997,Celtic FC (SCO),185
7,USA,1,Home,19,30,7119,21,DC,Weah Timothy,Timothy Tarpeh,Weah,Weah,22/2/2000,Lille OSC (FRA),182
7,USA,1,Home,20,30,7120,22,DF,Yedlin Deandre,De Andre Roselle,Yedlin,Yedlin,9/7/1993,Inter Miami FC (USA),171
7,USA,1,Home,21,30,7121,23,MC,Acosta Kellyn,Kellyn Kai,Perry-Acosta,Acosta,24/7/1995,Los Angeles FC (USA),177
7,USA,1,Home,22,30,7122,24,DC,Sargent Josh,Joshua Thomas,Sargent,Sargent,20/2/2000,Norwich City FC (ENG),185
7,USA,1,Home,23,30,7123,26,DF,Scally Joe,Joseph Michael,Scally,Scally,31/12/2002,VfL Borussia Mönchengladbach (GER),184
7,USA,2,Away,1,2,7201,10,DC,Pulisic Christian,Christian Mate,Pulisic,Pulisic,18/9/1998,Chelsea FC (ENG),179
7,USA,2,Away,2,5,7202,2,DF,Dest Sergino,Sergino Gianni,Dest,Dest,3/11/2000,AC Milan (ITA),173
7,USA,2,Away,3,5,7203,3,DF,Zimmerman Walker,Walker Dwain,Zimmerman,Zimmerman,19/5/1993,Nashville Soccer Club (USA),190
7,USA,2,Away,4,5,7204,4,MC,Adams Tyler,Tyler Shaan,Adams,Adams,14/2/1999,Leeds United FC (ENG),175
7,USA,2,Away,5,5,7205,5,DF,Robinson Antonee,Antonee,Robinson,Robinson,8/8/1997,Fulham FC (ENG),182
7,USA,2,Away,6,5,7206,6,MC,Musah Yunus,Yunus Dimoara,Musah,Musah,29/11/2002,Valencia CF (ESP),177
7,USA,2,Away,7,5,7207,7,DC,Reyna Giovanni,Giovanni Alejandro,Reyna,Reyna,13/11/2002,Borussia Dortmund (GER),185
7,USA,2,Away,8,5,7208,8,MC,Mckennie Weston,Weston James Earl,Mckennie,Mckennie,28/8/1998,Juventus FC (ITA),185
7,USA,2,Away,9,5,7209,9,DC,Ferreira Jesus,Jesus David,Ferreira Castro,Ferreira,24/12/2000,FC Dallas (USA),175
7,USA,2,Away,10,5,7210,11,DC,Aaronson Brenden,Brenden Russell,Aaronson,Aaronson,22/10/2000,Leeds United FC (ENG),177
7,USA,2,Away,11,5,7211,14,MC,De La Torre Luca,Lucas Daniel,De La Torre,De La Torre,23/5/1998,RC Celta Vigo (ESP),178
7,USA,2,Away,12,5,7212,15,DF,Long Aaron,Aaron Ray,Long,Long,12/10/1992,New York Red Bulls (USA),188
7,USA,2,Away,13,5,7213,16,DC,Morris Jordan,Jordan Perry,Morris,Morris,26/10/1994,Seattle Sounders FC (USA),183
7,USA,2,Away,14,5,7214,17,MC,Roldan Cristian,Cristian,Roldan,Roldan,3/6/1995,Seattle Sounders FC (USA),172
7,USA,2,Away,15,5,7215,13,DF,Ream Tim,Timothy Michael,Ream,Ream,5/10/1987,Fulham FC (ENG),185
7,USA,2,Away,16,8,7216,18,DF,Moore Shaq,Shaquell Kwame,Moore,Moore,2/11/1996,Nashville Soccer Club (USA),180
7,USA,2,Away,17,8,7217,19,DC,Wright Haji,Haji Amir,Wright,Wright,27/3/1998,Antalyaspor AS (TUR),191
7,USA,2,Away,18,8,7218,20,DF,Carter-Vickers Cameron,Cameron Robert,Carter-Vickers,Carter-Vickers,31/12/1997,Celtic FC (SCO),185
7,USA,2,Away,19,8,7219,21,DC,Weah Timothy,Timothy Tarpeh,Weah,Weah,22/2/2000,Lille OSC (FRA),182
7,USA,2,Away,20,8,7220,22,DF,Yedlin Deandre,De Andre Roselle,Yedlin,Yedlin,9/7/1993,Inter Miami FC (USA),171
7,USA,2,Away,21,8,7221,23,MC,Acosta Kellyn,Kellyn Kai,Perry-Acosta,Acosta,24/7/1995,Los Angeles FC (USA),177
7,USA,2,Away,22,8,7222,24,DC,Sargent Josh,Joshua Thomas,Sargent,Sargent,20/2/2000,Norwich City FC (ENG),185
7,USA,2,Away,23,8,7223,26,DF,Scally Joe,Joseph Michael,Scally,Scally,31/12/2002,VfL Borussia Mönchengladbach (GER),184
7,USA,3,Goalkeeper,1,83,7301,1,PO,Turner Matt,Matthew Charles,Turner,Turner,24/6/1994,Arsenal FC (ENG),190
7,USA,3,Goalkeeper,2,165,7302,12,PO,Horvath Ethan,Ethan Shea,Horvath,Horvath,9/6/1995,Luton Town FC (ENG),193
7,USA,3,Goalkeeper,3,165,7303,25,PO,Johnson Sean,Sean Everet,Johnson,Johnson,31/5/1989,New York City FC (USA),190
8,Wales,1,Home,1,5,8101,11,DC,Bale Gareth,Gareth Frank,Bale,Bale,16/7/1989,Los Angeles FC (USA),186
8,Wales,1,Home,2,11,8102,2,DF,Gunter Chris,Christopher Ross,Gunter,Gunter,21/7/1989,AFC Wimbledon (ENG),180
8,Wales,1,Home,3,11,8103,3,DF,Williams Neco,Neco Shay,Williams,N Williams,13/4/2001,Nottingham Forest FC (ENG),183
8,Wales,1,Home,4,11,8104,4,DF,Davies Ben,Benjamin,Thomas Davies,B Davies,24/4/1993,Tottenham Hotspur FC (ENG),181
8,Wales,1,Home,5,11,8105,5,DF,Mepham Chris,Christopher James,Mepham,Mepham,5/11/1997,Bournemouth AFC (ENG),190
8,Wales,1,Home,6,11,8106,6,DF,Rodon Joe,Joseph Peter,Rodon,Rodon,22/10/1997,Stade Rennais FC (FRA),193
8,Wales,1,Home,7,11,8107,7,MC,Allen Joe,Joseph Michael,Allen,Allen,14/3/1990,Swansea City AFC (WAL),170
8,Wales,1,Home,8,11,8108,8,MC,Wilson Harry,Harry,Wilson,Wilson,22/3/1997,Fulham FC (ENG),173
8,Wales,1,Home,9,11,8109,9,DC,Johnson Brennan,Brennan Price,Johnson,Johnson,23/5/2001,Nottingham Forest FC (ENG),179
8,Wales,1,Home,10,11,8110,10,MC,Ramsey Aaron,Aaron James,Ramsey,Ramsey,26/12/1990,OGC Nice (FRA),178
8,Wales,1,Home,11,11,8111,13,DC,Moore Kieffer,Kieffer Roberto Francisco,Moore,Moore,8/8/1992,Bournemouth AFC (ENG),196
8,Wales,1,Home,12,11,8112,14,DF,Roberts Connor,Connor Richard John,Roberts,Roberts,23/9/1995,Burnley FC (ENG),175
8,Wales,1,Home,13,11,8113,15,DF,Ampadu Ethan,Ethan Kwame Colm Raymond,Ampadu,Ampadu,14/9/2000,Spezia Calcio (ITA),183
8,Wales,1,Home,14,11,8114,20,DC,James Daniel,Daniel Owen,James,James,10/11/1997,Fulham FC (ENG),171
8,Wales,1,Home,15,11,8115,16,MC,Morrell Joe,Joseff John,Morrell,Morrell,3/1/1997,Portsmouth FC (ENG),185
8,Wales,1,Home,16,15,8116,17,DF,Lockyer Tom,Thomas Alun,Lockyer,Lockyer,3/12/1994,Luton Town FC (ENG),185
8,Wales,1,Home,17,15,8117,18,MC,Williams Jonny,Jonathan Peter,Williams,J Williams,9/10/1993,Swindon Town FC (ENG),168
8,Wales,1,Home,18,15,8118,19,DC,Harris Mark,Thomas Mark,Harris,Harris,29/12/1998,Cardiff City FC (WAL),182
8,Wales,1,Home,19,15,8119,22,MC,Thomas Sorba,Benjamin Sorba William,Thomas,Thomas,25/1/1999,Huddersfield Town FC (ENG),185
8,Wales,1,Home,20,15,8120,23,MC,Levitt Dylan,Dylan James Christopher,Levitt,Levitt,17/11/2000,Dundee United FC (SCO),180
8,Wales,1,Home,21,15,8121,24,DF,Cabango Ben,Benjamin George,Cabango,Cabango,30/5/2000,Swansea City AFC (WAL),186
8,Wales,1,Home,22,15,8122,25,DF,Colwill Rubin,Rubin James,Colwill,Colwill,27/4/2002,Cardiff City FC (WAL),169
8,Wales,1,Home,23,15,8123,26,MC,Smith Matt,Matthew Robert,Smith,Smith,22/11/1999,MK Dons FC (ENG),175
8,Wales,2,Away,1,5,8201,11,DC,Bale Gareth,Gareth Frank,Bale,Bale,16/7/1989,Los Angeles FC (USA),186
8,Wales,2,Away,2,22,8202,2,DF,Gunter Chris,Christopher Ross,Gunter,Gunter,21/7/1989,AFC Wimbledon (ENG),180
8,Wales,2,Away,3,22,8203,3,DF,Williams Neco,Neco Shay,Williams,N Williams,13/4/2001,Nottingham Forest FC (ENG),183
